,ORF,NAME,alpha 0,alpha 7,alpha 14,alpha 21,alpha 28,alpha 35,alpha 42,alpha 49,alpha 56,alpha 63,alpha 70,alpha 77,alpha 84,alpha 91,alpha 98,alpha 105,alpha 112,alpha 119,Elu 0,Elu 30,Elu 60,Elu 90,Elu 120,Elu 150,Elu 180,Elu 210,Elu 240,Elu 270,Elu 300,Elu 330,Elu 360,Elu 390,cdc15 10,cdc15 30,cdc15 50,cdc15 70,cdc15 90,cdc15 110,cdc15 130,cdc15 150,cdc15 170,cdc15 190,cdc15 210,cdc15 230,cdc15 250,cdc15 270,cdc15 290,spo 0,spo 2,spo 5,spo 7,spo 9,spo 11,spo5 2,spo5 7,spo5 11,spo- early,spo- mid,heat 0,heat 10,heat 20,heat 40,heat 80,heat 160,dtt 15,dtt 30,dtt 60,dtt 120,cold 0,cold 20,cold 40,cold 160,diau a,diau b,diau c,diau d,diau e,diau f,diau g,km
448,YDR087C,RRP1   RRNA PROCESSING     UNKNOWN,0.28,0.23,-0.3,0.06,0.4,0.38,0.26,0.5,0.31,-0.17,0.04,-0.14,-0.01,-0.12,-0.03,0.08,0.5,-0.22,-0.6,-0.56,-0.06,0.24,0.54,0.06,0.23,-0.2,-0.29,-0.29,0.08,-1.06,-0.32,-0.29,1.14,0.7,0.46,-0.27,0.12,0.04,0.12,-0.17,-0.2,0.14,0.1,0.01,0.21,-0.07,0.1,-0.58,-1.09,-0.29,-0.74,-0.79,-0.74,-1.22,-0.94,-0.36,-1.6,-1.15,-0.27,-1.94,-1.32,-0.97,-1.0,-0.43,-0.01,-0.12,-0.86,-0.45,-0.04,-0.06,-0.3,-0.14,0.11,0.03,0.56,-0.67,-0.71,0.14,-0.76,8
1412,YKL093W,MBR1   MITOCHONDRIAL BIOGENESIS UNKNOWN,0.06,-0.01,-0.04,-0.15,-0.15,0.1,-0.1,-0.1,-0.17,0.15,-0.42,-0.07,-0.29,-0.36,-0.71,-0.3,-0.17,-0.23,1.28,0.55,-0.1,-0.09,-0.34,-0.23,-0.18,0.07,0.03,-0.09,1.08,0.18,,0.31,0.1,0.18,-0.09,0.67,0.31,0.32,-0.01,0.01,0.83,0.31,-0.01,0.11,0.16,0.12,0.16,0.1,0.32,0.11,-0.34,-0.84,-0.47,0.42,-0.56,-1.03,0.4,-0.07,-0.2,0.83,0.5,0.37,0.18,0.31,-0.43,-0.6,-0.3,-0.17,-0.15,0.53,0.45,0.95,-0.17,0.3,0.29,-0.09,-0.32,1.91,1.84,4
2266,YPL002C,SNF8   GLUCOSE DEREPRESSION     UNKNOWN,-0.09,0.07,0.08,0.3,0.07,0.01,0.1,-0.1,-0.1,-0.03,-0.2,-0.04,-0.17,-0.38,-0.1,-0.36,-0.43,0.1,0.03,-0.3,-0.06,-0.23,0.21,0.04,-0.06,,-0.1,-0.15,0.1,-0.15,-0.12,0.01,-0.14,-0.03,0.15,0.01,0.16,0.15,0.19,-0.12,-0.18,-0.03,0.08,-0.12,0.49,0.33,0.66,-0.34,0.14,-0.1,0.31,,,0.1,,-0.54,0.04,0.77,-0.23,0.26,-0.12,-0.09,0.26,0.38,0.16,-0.34,-0.23,-0.43,-0.22,-0.09,0.34,-0.27,0.06,-0.29,0.06,-0.09,-0.07,-0.2,-0.69,9
855,YGL167C,PMR1   TRANSPORT        CA(2+) ATPASE,0.36,-0.06,0.4,0.14,0.3,0.04,0.48,0.03,0.2,0.1,0.25,0.23,0.11,0.26,0.23,0.16,0.16,0.06,0.33,0.01,-0.22,0.1,,-0.06,0.19,0.08,,-0.03,0.14,0.24,-0.15,-0.09,-0.06,-0.1,,-0.04,,0.04,0.06,-0.14,-0.18,-0.23,-0.27,0.07,-0.27,-0.4,-0.54,-0.32,-0.36,-1.43,-1.32,-0.74,-0.42,0.76,-0.36,0.69,-0.81,-2.06,-0.23,-0.18,-0.58,-0.27,-0.04,0.54,-0.58,-0.54,-0.17,0.04,0.16,-0.49,0.58,0.18,0.23,0.41,0.39,-0.23,-0.22,-0.49,-0.2,1
1402,YKL067W,YNK1   NUCLEOTIDE METABOLISM    NUCLEOSIDE DIPHOSPHATE KINASE,-0.51,0.21,0.45,1.03,0.77,0.93,0.29,-0.12,-0.42,-0.3,-0.3,-0.03,0.37,-0.14,0.16,-0.23,-0.25,-0.74,0.69,0.26,-0.07,0.59,-0.06,0.21,0.18,0.46,0.32,0.07,0.25,0.31,0.29,0.31,-0.76,0.15,0.87,0.56,0.01,-0.47,0.45,1.41,1.16,0.48,0.25,0.24,0.69,0.72,1.06,-0.03,0.18,-0.1,-0.64,-0.97,-1.32,0.2,-0.42,-1.4,-0.29,-0.49,0.03,0.66,0.33,0.04,-0.32,-0.34,0.54,0.5,0.84,0.75,-0.32,0.21,-0.58,-1.12,-0.06,-0.2,-0.1,0.37,0.58,2.11,0.93,6
1764,YMR019W,STB4   TRANSCRIPTION       SIN3-BINDING PROTEIN,-0.38,-0.47,-0.06,-0.2,0.24,0.21,0.12,0.23,,0.06,-0.04,-0.29,0.01,-0.15,0.36,-0.06,0.18,-0.1,-0.14,-0.18,-0.15,-0.25,-0.17,-0.25,-0.29,-0.25,-0.29,-0.3,-0.29,-0.22,-0.67,-0.09,-0.58,-0.32,0.19,0.1,0.04,-0.2,-0.3,-0.74,-0.14,-0.18,-0.62,-0.2,-0.22,-0.09,-0.42,-0.56,-0.2,0.01,-0.03,,-0.15,0.08,-0.07,-0.14,-0.36,-0.45,0.5,-0.42,-0.18,0.26,0.23,0.06,-0.29,-0.6,-1.12,-0.14,0.1,0.03,1.1,-0.71,-0.17,0.06,-0.06,-0.29,-0.54,-0.3,-0.12,0
1352,YJR121W,"ATP2   ATP SYNTHESIS       F1F0-ATPASE COMPLEX, F1 BETA SUBUNIT",0.18,-0.23,0.16,0.24,0.55,0.03,0.37,0.07,-0.04,-0.1,0.15,0.1,0.23,-0.1,0.3,-0.01,0.06,-0.2,-0.04,-0.07,-0.04,-0.45,-0.23,-0.09,-0.07,0.44,0.59,0.36,,0.66,0.54,0.15,-0.84,-0.92,-0.2,0.57,0.72,0.82,0.86,0.79,0.81,0.6,0.73,0.54,0.6,0.55,0.58,-0.01,-0.62,-1.29,-1.94,-2.84,-3.06,1.28,-0.81,-1.74,-1.03,-1.89,0.04,0.42,-0.06,0.12,-0.25,-0.14,0.06,-0.81,-0.09,-0.34,0.18,-0.42,0.01,-0.84,0.07,0.04,0.26,0.37,0.58,1.29,2.14,1
328,YDL069C,CBS1   PROTEIN SYNTHESIS     COB MRNA TRANSLATIONAL ACTIVATOR (MITOCHONDRIA),-0.34,0.16,-0.23,-0.67,-0.18,-0.67,-0.27,-0.38,-0.34,-0.54,-0.58,-0.42,-0.3,-0.89,-0.56,-0.47,-0.54,-0.15,-0.25,-0.62,-0.49,-0.86,-0.47,-0.71,-0.67,-0.51,-0.43,-0.42,-0.49,-0.32,-0.84,-0.58,-0.27,-0.06,0.14,-0.25,-0.6,-0.09,-0.09,-0.07,-0.23,0.03,0.12,-0.25,0.08,-0.25,0.19,-0.34,-0.03,0.01,-0.07,-0.32,-0.2,-0.09,-0.4,-0.45,0.38,1.14,-0.58,0.2,-0.12,-0.86,-0.56,-0.45,-0.22,0.55,-0.23,-0.56,-0.42,0.5,-0.79,-0.22,-0.49,-0.54,-0.34,-0.43,-0.38,-0.51,-1.03,9
1702,YML004C,GLO1   AMINO ACID METABOLISM    GLYOXALASE I,0.37,0.01,0.56,0.5,0.3,0.4,0.34,0.04,0.1,-0.07,-0.07,-0.36,-0.22,-0.6,-0.03,-0.32,0.06,-0.34,1.29,-0.49,-0.32,-0.45,-0.71,-0.81,-0.67,-0.38,-0.14,-0.56,-0.89,-0.03,0.21,-0.03,-0.42,-0.62,-0.29,-0.03,-0.07,-0.14,0.03,-0.14,-0.04,-0.07,0.03,-0.27,0.1,0.38,0.7,-0.42,-0.1,-0.97,-1.29,-0.38,0.54,0.89,-0.69,1.24,-0.42,-0.86,-0.54,0.96,0.98,0.01,0.23,-0.64,0.48,0.42,0.79,0.74,-0.23,-0.23,0.01,-0.56,0.14,0.55,0.29,0.2,0.42,1.78,1.09,4
976,YGR184C,"UBR1   PROTEIN DEGRADATION, UBI UBIQUITIN-PROTEIN LIGASE",-0.09,-0.03,-0.06,0.41,0.01,-0.04,-0.07,0.28,-0.09,-0.54,0.06,-0.86,-0.22,-0.32,0.15,-0.04,-0.23,-0.22,-0.04,-0.56,-0.18,-0.14,-0.34,0.38,-0.32,-0.36,0.2,-0.25,-0.81,-0.32,-0.79,-0.51,-0.29,-0.25,-0.22,0.01,-0.32,-0.17,-0.07,-0.42,0.72,-0.36,-0.32,-0.29,-0.15,-0.17,-0.38,-0.15,0.06,0.03,-0.25,-0.07,0.16,-0.54,-0.58,-0.43,0.07,0.32,0.53,0.23,0.58,0.64,-0.12,0.76,-0.76,-0.58,-0.42,-0.54,0.38,0.79,0.34,0.86,-0.1,-0.1,-0.27,-0.32,-0.29,-0.47,-0.09,0
2148,YOR113W,AZF1   TRANSCRIPTION (PUTATIVE) SIMILAR TO ZN-FINGER TRANSCRIPTION FACTORS,-0.3,-0.23,-0.04,-0.1,0.19,-0.07,-0.29,-0.1,-0.1,-0.06,0.33,-0.03,-0.12,-0.2,0.18,-0.1,0.19,0.56,1.18,-0.07,-0.56,-0.38,-0.45,-0.76,-0.51,-0.27,-0.09,-0.23,-0.45,0.21,0.12,-0.12,0.11,0.34,0.12,-0.09,-0.04,0.14,0.23,0.18,0.48,-0.01,-0.27,0.46,0.16,-0.17,-0.04,-0.27,-0.58,-0.34,-0.17,-0.12,0.41,-0.23,0.18,0.77,0.26,0.14,-0.04,0.96,-0.07,0.29,0.48,0.06,-0.81,-0.69,-0.34,-0.4,-0.07,0.04,0.74,-0.27,-0.14,-0.27,-0.14,-0.45,,0.25,0.52,0
1178,YIL139C,REV7   DNA REPAIR       DNA POLYMERASE ZETA,-0.34,-0.03,-0.04,0.11,-0.14,-0.17,-0.43,-0.38,-0.3,-0.56,-0.22,-0.01,0.08,-0.34,-0.34,-0.27,-0.45,-0.23,-0.34,-0.38,-0.34,-0.36,-0.32,-0.1,-0.3,-0.38,-0.34,-0.18,-0.2,-0.4,-0.25,-0.3,-0.1,0.08,0.1,-0.49,-0.54,-0.47,-0.54,-0.47,-0.56,-0.56,-0.56,-0.69,-0.42,-0.67,-0.51,-0.34,0.01,1.58,2.54,2.49,2.61,-1.74,1.28,0.58,0.04,0.48,-0.04,-0.34,0.04,-0.07,-0.07,0.01,-0.2,-0.03,-0.2,0.08,0.04,0.49,,-0.22,-0.07,0.01,0.21,-0.4,-0.15,-0.14,-0.14,7
489,YDR188W,CCT6   PROTEIN FOLDING     CYTOPLASMIC CHAPERONIN COMPLEX,-0.56,-0.62,-0.6,-0.43,-0.38,-0.27,-0.45,-0.32,0.28,0.11,0.31,-0.22,-0.25,-0.43,-0.23,0.07,-0.3,-0.22,-0.12,0.79,0.16,0.34,0.25,0.65,0.58,0.86,0.67,0.93,0.36,0.45,0.86,0.67,0.3,0.18,0.07,0.1,-0.12,0.1,-0.09,-0.12,-0.25,0.12,0.14,-0.01,,-0.22,,-0.12,0.08,-0.12,-0.51,-0.92,-0.69,0.25,-0.43,-0.6,0.49,0.28,-0.17,-0.38,-0.03,0.2,0.12,0.66,0.01,-0.67,0.46,0.18,0.14,-0.32,-0.42,0.23,-0.12,0.12,0.75,-0.27,-0.54,-0.03,-0.29,9
2417,YPR101W,SNT309 MRNA SPLICING       SPLICEOSOME-ASSOCIATED PROTEIN,-0.15,-0.32,-0.29,-0.58,-0.38,-0.3,-0.17,-0.17,-0.22,-0.25,-0.54,-0.64,-0.42,-0.6,-0.03,-0.49,0.19,0.14,0.76,-0.17,-0.29,-0.14,0.14,0.12,0.11,-0.2,-0.29,-0.38,-0.32,-0.34,-0.69,-0.32,-0.2,0.08,0.26,0.01,0.03,0.16,0.15,-0.18,-0.03,0.06,0.12,-0.42,0.46,0.38,0.72,-0.38,0.01,-0.18,-0.14,0.39,0.61,0.19,-0.4,0.41,-0.49,0.1,-0.45,-0.97,-0.18,-0.45,-0.81,-0.76,,0.43,-0.51,-0.29,-0.42,0.26,-0.79,-0.81,-0.15,-0.38,-0.14,-0.56,-0.38,0.23,-0.42,3
1968,YNL236W,SIN4   TRANSCRIPTION       RNA POLYMERASE II MEDIATOR SUBUNIT,-0.25,-0.38,-0.17,-0.58,0.04,-0.29,-0.12,-0.18,-0.1,-0.18,,-0.2,-0.18,-0.67,-0.2,-0.14,-0.14,0.53,-0.32,-0.15,-0.62,-0.18,-0.2,-0.38,-0.1,-0.4,-0.07,-0.14,-0.43,0.24,-0.2,-0.43,0.2,-0.04,0.11,-0.42,-0.54,-0.42,0.53,0.62,-0.4,-1.47,-0.42,,-0.94,0.21,-0.38,-0.45,-0.79,-0.67,-1.22,-0.84,-1.43,-0.2,-0.76,-0.84,-0.42,-0.3,0.3,-0.43,-0.47,0.08,-0.2,0.08,-0.74,-0.54,-0.22,-0.22,-0.17,-0.17,-0.92,-0.74,-0.2,-0.29,-0.51,-0.54,-0.51,-0.92,-1.4,8
362,YDL138W,RGT2   TRANSPORT        GLUCOSE PERMEASE,-0.15,0.43,0.38,-0.17,-0.07,-0.42,0.08,0.28,0.1,-0.27,0.43,0.07,-0.15,0.34,0.06,0.04,-0.1,0.25,-0.25,-0.25,-0.2,-0.22,-0.01,-0.3,-0.36,-0.18,-0.54,-0.36,-0.42,-0.4,-0.38,-0.29,0.07,0.23,-0.18,-0.49,-0.27,0.24,0.25,-0.06,0.23,-0.38,-0.03,0.07,-0.15,-0.29,-0.6,-0.29,-0.56,-0.84,-0.79,-0.94,-0.94,-0.23,-0.38,-0.4,-0.04,-0.14,-0.27,1.03,0.48,0.67,0.19,0.07,-0.79,-0.74,-0.97,-0.97,-0.18,0.31,0.82,0.33,-0.18,-0.09,-0.17,-0.43,-0.51,-0.51,-0.23,0
373,YDL160C,DHH1   TRANSCRIPTION       RNA HELICASE,0.06,0.15,-0.14,-0.17,-0.2,-0.32,-0.18,-0.29,-0.42,-0.29,-0.23,-0.22,-0.27,-0.45,-0.38,-0.38,-0.04,-0.23,0.71,-0.2,-0.29,-0.43,-0.3,-0.29,-0.32,0.04,0.03,0.06,0.24,0.29,0.07,0.21,-1.15,0.31,-0.51,-0.38,-1.4,-1.43,0.21,1.0,1.33,-1.03,-0.47,,-1.18,0.32,-1.09,-0.15,-0.84,-0.64,-0.47,-0.79,-0.6,-0.42,-0.23,-0.12,-0.1,0.19,-0.07,0.85,-0.1,-0.36,-0.01,-0.32,-0.62,-0.27,0.23,0.06,-0.07,-0.36,-0.23,0.43,-0.17,-0.23,0.07,-0.49,-0.6,0.07,-0.3,0
811,YGL070C,RPB9   TRANSCRIPTION       RNA POLYMERASE II 14.2 SUBUNIT,-0.22,-0.07,-0.29,-0.18,-0.12,0.06,0.19,0.16,,-0.12,-0.12,-0.12,0.08,-0.2,-0.03,-0.2,0.38,-0.18,0.3,-0.32,-0.29,-0.22,0.23,0.12,-0.04,0.07,-0.18,-0.14,-0.03,-0.1,-0.42,-0.09,0.31,0.11,0.06,0.15,-0.04,,-1.69,-0.01,-0.32,0.24,0.32,-0.62,0.18,-0.01,0.29,-0.23,-0.42,,,-0.3,-0.51,0.25,-0.1,-0.29,-1.0,-1.32,-0.07,-0.71,-0.58,-1.0,-0.56,-0.38,-0.18,0.1,-0.34,-0.51,-0.6,0.28,0.1,-0.03,-0.1,-0.34,-0.14,-0.49,-0.17,-0.3,-1.25,8
327,YDL067C,COX9   OXIDATIVE PHOSPHORYLATIO CYTOCHROME C OXIDASE ASSEMBLY,0.07,-0.1,0.08,-0.15,0.1,-0.4,0.29,-0.34,0.03,-0.17,-0.07,-0.29,0.11,-0.36,-0.07,-0.36,-0.01,-0.38,0.45,0.23,0.23,-0.2,0.04,-0.09,-0.04,0.11,-2.06,0.33,0.08,0.26,0.11,0.01,-0.34,-0.17,0.31,0.34,0.42,0.91,0.66,0.64,-0.17,0.36,0.76,0.25,0.57,0.36,0.77,-0.3,0.04,0.1,0.18,0.2,-0.1,-0.09,0.1,-0.22,-0.3,-0.47,0.07,0.58,0.14,-0.22,0.37,-0.22,0.04,-0.62,-0.07,-0.17,0.18,0.24,0.06,-0.18,-0.2,-0.18,0.18,0.16,0.34,0.93,1.2,6
1279,YJL166W,QCR8   OXIDATIVE PHOSPHORYLATIO UBIQUINOL--CYTOCHROME-C REDUCTASE SUBUNIT VIII,0.18,0.53,0.24,0.26,-0.29,0.18,-0.1,0.01,0.04,0.25,-0.01,-0.38,-0.14,-0.38,-0.22,-0.36,-0.1,-0.32,1.54,0.55,0.74,0.07,0.29,0.28,0.1,0.29,0.04,0.07,0.4,0.44,0.16,0.28,0.07,,0.48,0.98,1.12,1.13,1.12,1.11,0.89,0.83,1.04,1.39,1.18,1.11,1.57,0.08,-0.25,-0.51,-0.67,-0.56,-0.97,0.34,-0.36,-0.86,-0.54,-0.62,0.14,0.75,0.29,-0.25,-0.36,0.04,-0.27,0.29,0.28,0.44,-0.03,0.39,-0.01,-0.17,-0.07,-0.27,0.19,0.38,0.43,1.73,0.95,6
2094,YOL135C,MED7   TRANSCRIPTION       RNA POLYMERASE II MEDIATOR SUBUNIT,-0.23,-0.49,-0.34,-0.43,-0.22,-0.36,-0.06,-0.22,-0.32,-0.6,-0.23,-0.4,-0.23,-0.58,-0.25,-0.3,-0.09,0.12,0.21,-0.1,-0.4,-0.62,,0.07,-0.04,-0.06,-0.07,-0.18,-0.23,-0.01,0.04,-0.32,-0.15,0.26,0.08,0.11,0.04,-0.04,0.01,0.12,-0.09,-0.42,-0.34,-0.43,-0.12,-0.22,-0.2,-0.56,0.16,,1.17,0.86,0.42,-0.38,0.6,-0.01,-0.18,-0.04,0.1,-0.18,-0.17,0.58,-0.01,0.38,-0.18,-0.22,-0.3,-0.58,-0.25,0.31,0.08,-0.01,-0.17,-0.17,-0.2,-0.51,-0.23,-0.14,-0.42,3
397,YDL212W,SHR3   SECRETION        ER MEMBRANE PROTEIN,-0.03,-0.64,,-0.2,-0.06,-0.22,0.32,,0.08,-0.17,-0.23,-0.3,0.24,-0.32,0.15,-0.38,0.36,-0.23,-0.36,-0.18,-0.29,-0.51,-0.14,0.06,-0.56,-0.01,-0.14,-0.04,0.28,0.04,-0.49,-0.14,0.1,0.1,0.08,-0.6,-0.51,-0.6,-0.22,0.82,1.28,-0.1,-0.29,-0.1,-0.76,-0.22,-0.54,-0.38,-0.25,-1.12,-1.47,-0.74,-0.47,1.18,-0.43,0.29,-0.69,-1.64,0.1,-0.84,-0.6,-0.89,-0.12,-0.23,0.21,-0.38,-0.34,-0.07,-0.34,-0.29,-0.4,-0.15,0.03,-0.12,0.3,-0.1,0.06,-0.47,-0.92,8
800,YGL035C,MIG1   GLUCOSE REPRESSION    TRANSCRIPTIONAL REPRESSOR,-0.62,-0.25,-0.15,-0.36,-0.18,-0.3,-0.58,-0.18,-0.09,-0.22,0.86,0.21,0.07,-0.36,0.01,0.26,-0.42,-0.34,0.5,-0.06,-0.04,0.1,-0.22,-0.32,-0.23,0.04,-0.17,-0.22,-0.22,-0.04,0.3,0.25,-0.64,0.42,-0.1,-0.51,-0.43,-0.12,-0.81,0.61,-0.06,-1.22,-0.67,-0.2,-1.4,-0.36,-1.03,0.12,-0.25,-0.6,-1.64,-1.12,-1.29,0.14,-1.43,-0.71,-1.56,-2.0,-0.18,0.59,0.21,0.06,-0.04,-0.49,,0.28,-0.15,-0.67,-0.4,-0.01,-0.45,0.2,0.2,0.49,-0.14,-0.62,-0.43,0.48,0.07,1
728,YER168C,CCA1   TRNA PROCESSING     TRNA NUCLEOTIDYLTRANSFERASE,0.1,-0.25,0.01,-0.09,0.03,0.01,-0.17,0.18,0.41,-0.03,0.45,0.4,-0.6,-0.1,0.07,0.4,-0.14,-0.15,-0.79,-0.29,-0.23,0.34,-0.04,0.1,0.07,,-0.25,-0.14,-0.06,-0.43,-0.4,-0.1,0.14,0.19,-0.25,-0.18,-0.84,-0.54,-0.29,0.36,0.36,-1.03,-0.81,0.46,-0.86,0.06,-0.92,0.14,-0.43,0.2,0.88,0.75,0.73,-0.84,0.63,0.3,-0.23,-0.01,-0.09,-0.32,-0.04,0.21,-0.12,0.06,-0.43,-0.3,-0.27,-0.36,-0.09,-0.01,-0.07,0.62,0.32,0.16,0.24,-0.49,-0.42,-0.22,-0.34,3
1112,YHR164C,DNA2   DNA REPLICATION     DNA HELICASE,-0.22,-0.23,-0.56,-0.29,-0.23,-0.17,-0.14,-0.22,-0.01,-0.25,0.04,-0.23,-0.14,-0.29,-0.25,-0.01,-0.49,-0.18,0.01,-0.25,0.74,0.07,-0.14,-0.12,0.06,0.11,0.31,0.41,0.15,0.21,0.5,0.1,-0.14,-0.42,-0.49,-2.0,-2.18,-1.56,-0.03,1.72,-0.1,-1.15,-0.32,-0.03,-1.74,-0.12,-1.06,-0.1,,0.5,0.84,0.15,0.55,-0.62,-0.09,-1.06,0.62,1.23,0.2,0.01,0.29,0.31,,-0.43,-0.18,-0.47,-0.18,-0.43,0.4,0.33,0.37,0.15,-0.18,-0.32,0.28,-0.36,-0.27,-0.14,-0.69,5
1024,YHL003C,LAG1   AGING          UNKNOWN,-0.56,-0.43,-0.43,-0.18,-0.12,-0.03,-0.09,-0.51,-0.23,-0.23,-0.25,-0.4,-0.04,-0.32,-0.07,-0.3,-0.54,-0.43,-0.43,-0.27,0.24,0.21,-0.32,0.2,0.21,0.19,-0.01,0.01,0.23,0.15,-0.09,-0.03,-0.64,-0.56,-0.51,-0.09,-0.27,-0.29,-0.12,-0.01,0.41,-0.2,-0.3,0.24,-0.47,-0.49,-0.4,,0.32,-0.06,-0.27,-0.15,0.5,0.04,-0.43,0.07,0.54,-0.38,-0.47,-0.17,-0.04,-0.76,-0.34,-0.23,0.19,-0.74,-0.38,-0.58,-0.67,1.41,-0.92,-0.81,0.08,0.01,0.42,0.24,0.24,-0.22,-0.81,9
2019,YNR012W,URK1   PYRIMIDINE METABOLISM    URIDINE KINASE,-0.1,-0.81,-0.94,-0.51,-0.36,-0.27,-0.23,-0.43,-0.2,-0.18,-0.43,-0.25,-0.3,-0.36,-0.42,-0.49,-0.27,-0.34,-1.51,-0.01,0.45,0.29,0.18,-0.03,-0.09,-0.1,-0.25,,-0.43,-0.38,-0.76,0.04,0.67,0.63,0.16,0.42,0.11,0.23,0.15,-0.01,-0.49,-0.27,0.04,0.57,-0.47,-0.6,-0.49,-0.09,-0.29,-0.38,-1.06,-0.49,-1.36,-0.07,-0.81,-1.18,-0.84,-0.42,-0.34,-1.36,-0.86,-0.84,-0.34,-0.81,-0.69,-1.0,-1.18,-1.03,-0.34,0.51,-1.18,0.26,-0.06,-0.06,-0.3,-0.79,-0.94,-0.58,-1.0,8
1858,YMR270C,RRN9   TRANSCRIPTION       COMPONENT OF UPSTREAM ACTIVATION FACTOR COMPLEX (UAF),-0.45,-0.51,-0.29,-0.01,,0.12,0.25,0.04,-0.32,-0.29,-0.49,-0.42,-0.14,-0.23,0.04,-0.12,0.14,-0.18,-0.54,-1.0,-0.43,-0.71,-0.3,-0.2,,-0.07,-0.14,-0.49,-0.45,-0.32,-0.42,-0.56,,0.03,0.29,-0.1,0.01,-0.29,-0.23,0.14,0.18,0.01,-0.06,-0.42,-0.18,-0.18,-0.17,-0.38,0.99,0.93,0.7,0.7,0.23,0.08,-0.22,-0.71,0.69,0.33,-0.4,-0.38,-0.29,-0.27,0.04,1.02,-0.18,0.04,-0.23,-0.49,-0.36,-0.01,-0.3,-0.23,-0.03,-0.06,0.32,-0.01,0.03,0.04,-0.49,5
1444,YKL167C,"MRP49  PROTEIN SYNTHESIS     RIBOSOMAL PROTEIN, MITOCHONDRIAL LARGE SUBUNIT",0.07,0.03,-0.04,0.01,0.12,0.08,0.12,0.18,-0.14,-0.14,-0.25,-0.36,-0.01,-0.3,-0.14,-0.43,0.29,-0.45,0.58,-0.3,0.04,0.03,0.07,-0.01,0.03,0.06,-0.27,-0.4,0.12,-0.17,-0.17,-0.15,0.01,0.06,-0.03,-0.45,-0.1,0.48,0.9,0.56,0.37,0.41,0.78,1.06,0.94,1.06,1.44,-0.6,-0.71,-0.43,0.78,0.77,0.39,-0.6,1.21,0.54,-0.89,-1.29,-0.22,0.12,-0.15,-0.42,-0.51,,0.14,0.73,-0.03,-0.03,-0.4,0.67,,-0.23,-0.12,-0.18,-0.15,0.08,0.18,1.0,0.45,6
1755,YML130C,ERO1   PROTEIN FOLDING     PROTEIN DISULFIDE BOND FORMATION IN THE ER,0.55,0.11,0.19,0.12,-0.04,-0.18,0.16,-0.29,0.03,-0.38,-0.06,-0.3,0.08,-0.32,-0.14,-0.18,-0.49,-0.42,0.11,-0.49,-0.47,-0.32,-0.54,-0.51,-0.2,-0.42,0.04,-0.17,-0.1,-0.18,-0.04,-0.3,-0.12,-0.94,-1.32,-1.15,-1.25,-1.15,-0.89,-1.09,-1.06,-0.09,-0.29,-0.79,0.03,-0.23,-0.04,0.06,-0.67,0.24,0.55,0.39,0.14,-1.36,0.21,-0.1,-1.29,-0.29,-0.07,1.98,0.94,0.46,0.19,0.19,2.29,1.87,2.53,1.71,-0.32,-0.06,0.18,1.46,0.32,0.25,0.01,-0.4,0.06,0.19,-0.2,0
741,YFL014W,HSP12  GLUCOSE AND LIPID UTILIZ HEAT SHOCK PROTEIN,-0.49,0.33,0.11,0.68,-0.03,0.57,-0.04,0.24,0.08,-0.06,-0.09,0.04,-0.07,,-0.25,,-0.1,-0.22,1.6,0.8,0.29,1.12,0.38,-0.42,-0.4,-0.06,0.28,0.04,0.06,0.45,1.69,0.92,3.43,2.96,2.14,1.73,1.18,1.01,0.48,0.72,0.81,1.03,1.66,1.6,2.25,2.05,3.0,0.39,1.85,1.06,0.93,0.63,1.7,0.41,0.33,0.1,0.11,-0.27,-0.18,4.37,2.94,3.86,2.56,1.88,-0.4,-0.29,1.79,2.07,-0.47,0.3,-0.01,0.9,-0.15,0.39,0.62,1.58,2.25,3.6,3.42,4
838,YGL130W,CEG1   MRNA CAPPING        MRNA GUANYLYLTRANSFERASE,-0.32,0.15,,0.18,-0.12,0.4,0.08,0.25,0.1,0.33,,0.2,0.07,-0.18,-0.06,0.56,-0.1,0.12,0.83,0.23,0.3,0.19,,0.11,0.1,-0.04,-0.23,-0.01,0.18,-0.07,-0.38,0.11,-0.43,-0.07,-0.09,-0.4,-0.56,-0.38,0.01,0.38,0.43,-0.67,-0.45,0.16,-0.15,-0.27,-0.12,0.04,0.23,-0.29,-0.18,-0.81,-0.62,0.11,-0.36,-0.84,0.57,0.82,-0.36,-0.3,-0.58,-0.3,-0.29,0.33,-0.15,-0.06,,-0.56,-0.54,0.06,-0.43,-0.32,-0.25,-0.69,0.3,0.08,-0.07,0.68,-0.29,9
171,YBR154C,"RPB5   TRANSCRIPTION       SHARED SUBUNIT OF RNA POLYMERASES I, II, AND III ",-0.22,-1.03,-0.67,-0.64,-0.17,-0.51,-0.17,0.57,-0.03,-0.04,-0.25,0.08,-0.15,-0.42,-0.23,-0.43,0.08,-0.06,1.77,-0.43,-0.38,-0.03,0.23,0.53,-0.29,-0.14,-0.38,0.11,0.18,-0.36,-0.58,-0.25,0.68,0.65,0.33,-0.3,-0.1,0.03,0.18,-0.07,-0.15,-0.2,0.01,-0.09,0.45,0.04,0.37,-0.23,-1.4,-1.09,-1.69,-1.15,-1.15,-0.74,-0.67,-0.51,-2.12,-1.69,-0.56,-1.79,-0.89,-1.22,-0.64,-0.86,0.03,0.23,-0.74,-0.84,-0.2,-0.12,-0.58,-0.25,0.12,-0.03,0.29,-0.3,-0.4,-0.45,-1.15,8
